user_id,age,gender,country,state,acquisition_source,tenure_days,recency_days,frequency_orders,frequency_orders_non_cancelled,monetary_gross,monetary_net,avg_order_value,avg_item_price,avg_basket_size,avg_price_tier,return_rate,cancellation_rate,avg_days_to_ship,avg_days_to_deliver,category_diversity,top_category,top_brand,top_department,first_order_date,last_order_date,is_non_purchaser,total_sessions,product_view_sessions,avg_funnel_depth,avg_events_per_session,avg_session_duration_sec,bounce_session_rate,dominant_traffic_source,dominant_browser,distinct_traffic_sources,first_session_date,last_session_date,days_browse_to_first_purchase,channel_consistency_flag,has_transaction_data,has_session_data,avg_session_duration_capped,log_session_duration,log_monetary_net,log_avg_item_price,discount_reliance_pct,avg_discount_depth,max_discount_depth,full_price_spend_share,discounted_spend,cart_abandonment_rate,cart_sessions,abandoned_cart_sessions,converting_sessions,session_conversion_rate,browse_to_cart_rate,simulated_price_change_pct,prob_churn_on_price_increase,price_elasticity,expected_spend_retention,expected_revenue_after_change,revenue_delta
54263,45,F,South Korea,Gyeonggi-do,Search,483,143,3,2,339.98000717163086,25.0,113.32666905721028,48.56857245309012,2.333333333333333,48.56857245309012,0.2857142857142857,0.5714285714285714,1.0,5.0,5,Skirts,Allen Allen,Women,2025-12-04,2026-03-16,0,7,7,5,10.142857142857142,99558.14285714288,0,Adwords,Firefox,3,2025-12-04,2026-03-16,0,0,1,1,3600.0,8.189,3.2581,3.9034,0.4406,0.2485,0.2485,0.5594,11.02,0.7721,7,4,3,0.4286,0.502,0.1,0.441,-1.4726,0.4767,13.11,-11.89
71261,49,M,China,Jiangsu,Search,843,296,1,1,109.98999786376952,109.98999786376952,109.98999786376952,54.994998931884766,2.0,54.994998931884766,0.0,0.0,0.5,,2,Fashion Hoodies & Sweatshirts,American Apparel,Men,2025-10-14,2025-10-14,0,2,2,5,7.0,130192.0,0,Adwords,Chrome,2,2025-10-14,2025-10-14,0,0,1,1,3600.0,8.189,4.7094,4.0253,0.4857,0.113,0.2457,0.5143,53.42,0.525,1,1,0,0.0,0.4218,0.1,0.3723,-1.4055,0.5394,65.26,-44.73
1375,50,M,United States,Ohio,Search,1304,171,2,2,178.18999862670898,50.18999862670898,89.09499931335449,89.09499931335449,1.0,89.09499931335449,0.5,0.0,1.5,4.5,2,Sleep & Lounge,American Essentials,Men,2024-05-20,2026-02-16,0,2,2,5,5.0,329.0,0,Adwords,Firefox,2,2024-05-19,2026-02-16,1,0,1,1,329.0,5.7991,3.9355,4.5009,0.5143,0.4188,0.5264,0.4857,25.81,0.3242,1,1,0,0.0,0.7841,0.1,0.2201,-1.0177,0.7005,38.67,-11.52
6026,43,M,Brasil,Minas Gerais,Organic,963,556,2,2,61.94000053405762,61.94000053405762,30.97000026702881,30.97000026702881,1.0,30.97000026702881,0.0,0.0,,,2,Active,Next Level,Men,2024-11-27,2025-01-27,0,2,2,5,5.0,294.5,0,Facebook,Chrome,2,2024-11-27,2025-01-27,0,0,1,1,294.5,5.6887,4.1422,3.4648,0.9283,0.5107,0.7748,0.0717,57.5,0.4662,1,1,0,0.0,0.435,0.1,0.4366,-2.0641,0.4471,30.46,-31.48
8683,59,M,United Kingdom,England,Search,1037,909,1,1,54.97999954223633,54.97999954223633,54.97999954223633,54.97999954223633,1.0,54.97999954223633,0.0,0.0,1.0,,1,Swim,Billabong,Men,2024-02-09,2024-02-09,0,1,1,5,5.0,273.0,0,Adwords,Chrome,1,2024-02-09,2024-02-09,0,0,1,1,273.0,5.6131,4.025,4.025,0.6822,0.2931,0.4587,0.3178,37.51,0.7058,1,0,1,1.0,0.6917,0.1,0.6395,-2.1871,0.2816,17.03,-37.95
28891,38,F,Brasil,Maranhão,Search,494,126,1,1,99.48999977111816,99.48999977111816,99.48999977111816,49.74499988555908,2.0,49.74499988555908,0.0,0.0,1.0,,2,Plus,Mundi,Women,2026-04-02,2026-04-02,0,2,2,5,7.0,86874.0,0,Facebook,Chrome,1,2026-04-02,2026-04-02,0,0,1,1,3600.0,8.189,4.6101,3.9268,0.5097,0.266,0.3404,0.4903,50.71,0.6068,1,1,0,0.0,0.4893,0.1,0.3154,-1.0662,0.6116,66.93,-32.56
37535,14,F,Brasil,Rio de Janeiro,Search,364,49,1,1,80.34000015258789,80.34000015258789,80.34000015258789,40.170000076293945,2.0,40.170000076293945,0.0,0.0,-1.0,,2,Shorts,C. Luce,Women,2026-06-18,2026-06-18,0,2,2,5,7.0,259722.5,0,Adwords,Chrome,2,2026-06-18,2026-06-18,0,0,1,1,3600.0,8.189,4.3986,3.7177,0.0865,0.0952,0.2523,0.9135,6.95,0.5435,2,2,0,0.0,0.6197,0.1,0.3098,-0.9478,0.6248,55.22,-25.12
69662,34,F,Germany,Nordrhein-Westfalen,Search,1703,1409,1,1,147.1300048828125,147.1300048828125,147.1300048828125,147.1300048828125,1.0,147.1300048828125,0.0,0.0,1.0,,1,Suits,Tahari,Women,2022-09-27,2022-09-27,0,1,1,5,5.0,540.0,0,Adwords,Firefox,1,2022-09-27,2022-09-27,0,0,1,1,540.0,6.2934,4.9981,4.9981,0.4048,0.2284,0.3064,0.5952,59.56,0.5295,1,1,0,0.0,0.7201,0.1,0.3301,-1.3252,0.5811,94.05,-53.08
37503,28,F,France,Nouvelle-Aquitaine,Search,406,98,3,2,244.90999984741208,213.98999977111816,81.63666661580403,81.63666661580403,1.0,81.63666661580403,0.0,0.3333333333333333,1.0,5.5,3,Shorts,Not Your Daughter's Jeans,Women,2025-08-06,2026-04-30,0,3,3,5,5.0,378.33333333333326,0,Organic,Chrome,3,2025-08-06,2026-04-30,0,0,1,1,378.33333333333326,5.9384,5.3706,4.4145,0.3301,0.236,0.2839,0.6699,70.64,0.4213,2,1,1,0.3333,0.6243,0.1,0.2001,-0.6518,0.7478,176.02,-37.97
75001,61,F,United States,Maryland,Email,216,35,4,3,182.5600004196167,157.5600004196167,45.640000104904175,36.51200008392334,1.25,36.51200008392334,0.0,0.2,0.3333333333333333,6.0,4,Sleep & Lounge,Hello Kitty,Women,2026-02-23,2026-07-02,0,5,5,5,5.8,104159.4,0,Email,Chrome,3,2026-02-23,2026-07-01,0,1,1,1,3600.0,8.189,5.0661,3.6247,0.3735,0.4001,0.5772,0.6265,58.85,0.6631,5,2,3,0.6,0.6354,0.1,0.2575,-1.3743,0.6405,111.01,-46.55
78073,46,F,United States,Illinois,Search,1666,670,2,2,46.53999996185304,46.53999996185304,23.26999998092652,15.513333320617676,1.5,15.513333320617676,0.0,0.0,1.0,,3,Skirts,Allegra K,Women,2022-07-04,2024-10-05,0,3,3,5,6.333333333333333,115755.0,0,Email,Chrome,2,2022-07-03,2024-10-05,1,0,1,1,3600.0,8.189,3.8616,2.8042,0.5052,0.1558,0.4402,0.4948,23.51,0.5416,2,2,0,0.0,0.6218,0.1,0.2105,-0.7694,0.7287,37.31,-9.23
30946,33,M,United States,California,Search,1226,359,1,1,54.459999084472656,54.459999084472656,54.459999084472656,27.229999542236328,2.0,27.229999542236328,0.0,0.0,-1.5,,2,Underwear,Michael Kors,Men,2025-08-12,2025-08-12,0,2,2,5,7.0,216508.0,0,Email,Safari,1,2025-08-12,2025-08-12,0,0,1,1,3600.0,8.189,4.0157,3.3404,0.5589,0.2748,0.2748,0.4411,30.44,0.3945,1,1,0,0.0,0.6121,0.1,0.2729,-0.9156,0.6605,39.57,-14.89
93277,67,M,Brasil,Minas Gerais,Search,1635,916,2,2,194.98999977111816,194.98999977111816,97.49499988555908,97.49499988555908,1.0,97.49499988555908,0.0,0.0,0.5,4.0,2,Accessories,NEFF,Men,2023-03-08,2024-02-02,0,2,2,5,5.0,440.5,0,Organic,Safari,2,2023-03-08,2024-02-02,0,0,1,1,440.5,6.0902,5.2781,4.59,0.4504,0.3369,0.3541,0.5496,87.82,0.6079,1,1,0,0.0,0.5098,0.1,0.3599,-1.5387,0.5416,116.17,-78.82
28878,14,M,Australia,New South Wales,Search,533,181,1,1,8.989999771118164,0.0,8.989999771118164,8.989999771118164,1.0,8.989999771118164,1.0,0.0,2.0,7.0,1,Socks,TheTieBar,Men,2026-02-06,2026-02-06,0,1,1,5,5.0,310.0,0,Facebook,Chrome,1,2026-02-06,2026-02-06,0,0,1,1,310.0,5.7398,0.0,2.3016,0.7307,0.2304,0.3604,0.2693,0.0,0.6126,1,0,1,1.0,0.5913,0.1,0.3903,-1.5112,0.5176,0.0,0.0
88891,59,F,China,Henan,Search,324,117,1,1,139.8899998664856,139.8899998664856,139.8899998664856,34.9724999666214,4.0,34.9724999666214,0.0,0.0,-2.0,0.0,2,Leggings,FineBrandShop,Women,2026-04-11,2026-04-11,0,4,4,5,13.0,173800.5,0,Adwords,Firefox,4,2026-04-11,2026-04-11,0,0,1,1,3600.0,8.189,4.948,3.5828,0.457,0.2913,0.341,0.543,63.93,0.8274,3,2,1,0.25,0.43,0.1,0.5084,-1.5229,0.4168,64.14,-75.75
14316,65,M,China,Shandong,Display,2572,1724,2,2,84.64000129699707,84.64000129699707,42.320000648498535,42.320000648498535,1.0,42.320000648498535,0.0,0.0,1.5,,2,Suits & Sport Coats,Alfani,Men,2020-01-12,2021-11-16,0,2,2,5,5.0,379.0,0,Email,Chrome,2,2020-01-12,2021-11-16,0,0,1,1,379.0,5.9402,4.4502,3.7686,0.7798,0.3146,0.4139,0.2202,66.0,0.5976,2,1,1,0.5,0.7466,0.1,0.3537,-1.5873,0.5437,50.62,-34.02
99389,41,M,China,Hunan,Facebook,1192,260,1,1,134.0,134.0,134.0,134.0,1.0,134.0,0.0,0.0,,,1,Suits & Sport Coats,Hillside USA Leather Inc.,Men,2025-11-19,2025-11-19,0,1,1,5,5.0,466.0,0,Email,Chrome,1,2025-11-19,2025-11-19,0,0,1,1,466.0,6.1463,4.9053,4.9053,0.3613,0.1176,0.2153,0.6387,48.41,0.5441,1,0,1,1.0,0.5864,0.1,0.1142,-0.9598,0.8008,118.04,-15.96
1117,28,F,United States,Maryland,Search,2462,408,1,1,8.949999809265137,8.949999809265137,8.949999809265137,8.949999809265137,1.0,8.949999809265137,0.0,0.0,2.0,,1,Leggings,NNW,Women,2025-06-24,2025-06-24,0,1,1,5,5.0,415.0,0,Email,Firefox,1,2025-06-24,2025-06-24,0,0,1,1,415.0,6.0307,2.2976,2.2976,0.4034,0.368,0.368,0.5966,3.61,0.5644,1,0,1,1.0,0.7676,0.1,0.3285,-0.8105,0.6171,6.08,-2.87
31717,28,F,China,Guangdong,Organic,2373,381,1,1,8.789999961853027,8.789999961853027,8.789999961853027,8.789999961853027,1.0,8.789999961853027,0.0,0.0,3.0,7.0,1,Tops & Tees,Allegra K,Women,2025-07-21,2025-07-21,0,1,1,5,5.0,517.0,0,Email,Safari,1,2025-07-21,2025-07-21,0,0,1,1,517.0,6.25,2.2814,2.2814,0.8503,0.2994,0.333,0.1497,7.47,0.5382,1,0,1,1.0,0.6219,0.1,0.437,-1.5301,0.4769,4.61,-4.18
25573,28,F,Brasil,Maranhão,Search,2314,770,2,1,279.4300022125244,257.48000144958496,139.7150011062622,69.8575005531311,2.0,69.8575005531311,0.0,0.25,1.3333333333333337,3.333333333333333,4,Intimates,Hip,Women,2021-05-18,2024-06-27,0,4,4,5,8.75,108792.75,0,Email,Chrome,2,2021-05-17,2024-06-27,1,0,1,1,3600.0,8.189,5.5548,4.2607,0.3401,0.2265,0.3607,0.6599,87.57,0.7079,1,1,0,0.0,0.4345,0.1,0.3332,-1.1371,0.591,167.39,-90.09
49289,50,M,United States,California,Search,1259,505,1,1,75.9000015258789,75.9000015258789,75.9000015258789,37.950000762939446,2.0,37.950000762939446,0.0,0.0,0.0,3.0,2,Suits & Sport Coats,Brand Q,Men,2025-03-19,2025-03-19,0,2,2,5,7.0,173321.0,0,Adwords,Safari,2,2025-03-19,2025-03-19,0,0,1,1,3600.0,8.189,4.3425,3.6623,0.2162,0.293,0.3868,0.7838,16.41,0.6937,1,0,1,0.5,0.6702,0.1,0.1062,-0.8277,0.8198,68.45,-7.45
10954,14,M,Brasil,Acre,Organic,1094,46,1,1,25.0,25.0,25.0,25.0,1.0,25.0,0.0,0.0,2.0,4.0,1,Tops & Tees,ARROW,Men,2026-06-21,2026-06-21,0,1,1,5,5.0,454.0,0,Adwords,IE,1,2026-06-21,2026-06-21,0,0,1,1,454.0,6.1203,3.2581,3.2581,1.0,0.3058,0.3934,0.0,25.0,0.6286,1,0,1,1.0,0.5017,0.1,0.3646,-2.0441,0.5055,13.9,-11.1
23753,31,M,United Kingdom,England,Search,1002,802,1,1,69.48999786376953,69.48999786376953,69.48999786376953,69.48999786376953,1.0,69.48999786376953,0.0,0.0,,,1,Swim,O'Neill,Men,2024-05-26,2024-05-26,0,1,1,5,5.0,519.0,0,Email,IE,1,2024-05-26,2024-05-26,0,0,1,1,519.0,6.2538,4.2555,4.2555,0.5842,0.2194,0.2242,0.4158,40.6,0.5001,1,1,0,0.0,0.8216,0.1,0.1594,-1.1162,0.7468,57.08,-12.41
43495,69,F,United Kingdom,England,Search,1,1,1,1,68.38999938964844,0.0,68.38999938964844,34.19499969482422,2.0,34.19499969482422,1.0,0.0,0.5,4.5,1,Maternity,Fertile Mind,Women,2026-08-05,2026-08-05,0,2,2,5,7.0,216492.5,0,Email,Safari,2,2026-08-05,2026-08-05,0,0,1,1,3600.0,8.189,0.0,3.5609,0.8242,0.1808,0.2394,0.1758,0.0,0.562,1,1,0,0.0,0.6895,0.1,0.2325,-1.4208,0.6584,0.0,0.0
89975,25,F,China,Tianjin,Search,1758,249,2,2,187.3000020980835,187.3000020980835,93.65000104904176,46.82500052452088,2.0,46.82500052452088,0.0,0.0,,,4,Dresses,Allegra K,Women,2025-09-07,2025-11-30,0,4,4,5,7.0,216523.25,0,Email,Chrome,3,2025-09-07,2025-11-30,0,0,1,1,3600.0,8.189,5.238,3.8675,0.4017,0.2637,0.2783,0.5983,75.24,0.4863,3,1,2,0.5,0.5554,0.1,0.2053,-0.5293,0.7526,155.06,-32.24
99359,57,F,United States,Hawaii,Search,2151,1530,1,1,18.61000061035156,18.61000061035156,18.61000061035156,18.61000061035156,1.0,18.61000061035156,0.0,0.0,1.0,5.0,1,Accessories,Buxton,Women,2022-05-29,2022-05-29,0,1,1,5,5.0,390.0,0,Facebook,Chrome,1,2022-05-29,2022-05-29,0,0,1,1,390.0,5.9687,2.976,2.976,0.1202,0.3172,0.464,0.8798,2.24,0.5848,1,1,0,0.0,0.3793,0.1,0.2296,-0.9201,0.6995,14.32,-4.29
45385,39,F,United Kingdom,England,Display,240,28,2,2,355.1199922561645,355.1199922561645,177.55999612808228,118.37333075205484,1.5,118.37333075205484,0.0,0.0,2.0,,2,Sweaters,Allegra K,Women,2025-12-31,2026-07-09,0,3,3,5,6.333333333333333,87029.33333333334,0,Adwords,Other,3,2025-12-31,2026-07-09,0,0,1,1,3600.0,8.189,5.8753,4.7823,0.1846,0.2574,0.2574,0.8154,65.56,0.6792,3,2,1,0.3333,0.4671,0.1,0.2819,-1.0228,0.6447,251.84,-103.28
11251,63,F,China,Shanghai,Search,1092,349,1,1,199.9900054931641,199.9900054931641,199.9900054931641,199.9900054931641,1.0,199.9900054931641,0.0,0.0,,,1,Blazers & Jackets,Sutton Studio,Women,2025-08-22,2025-08-22,0,1,1,5,5.0,279.0,0,Adwords,Firefox,1,2025-08-22,2025-08-22,0,0,1,1,279.0,5.6348,5.3033,5.3033,0.6678,0.3636,0.4581,0.3322,133.55,0.4743,1,0,1,1.0,0.6628,0.1,0.2249,-0.8688,0.7078,155.71,-44.28
63664,48,F,Spain,Castilla-La Mancha,Facebook,2422,1528,1,1,84.0,84.0,84.0,84.0,1.0,84.0,0.0,0.0,,,1,Active,prAna,Women,2022-05-31,2022-05-31,0,1,1,5,5.0,515.0,0,Email,Safari,1,2022-05-31,2022-05-31,0,0,1,1,515.0,6.2461,4.4427,4.4427,0.3556,0.2468,0.4579,0.6444,29.87,0.3695,1,1,0,0.0,0.8014,0.1,0.3405,-1.2758,0.5754,53.17,-30.83
59486,23,F,Germany,Sachsen,Search,1059,222,1,1,179.0,179.0,179.0,179.0,1.0,179.0,0.0,0.0,1.0,,1,Jeans,PAIGE,Women,2025-12-27,2025-12-27,0,1,1,5,5.0,274.0,0,Email,Chrome,1,2025-12-27,2025-12-27,0,0,1,1,274.0,5.6168,5.193,5.193,0.6792,0.2404,0.2404,0.3208,121.58,0.5188,1,0,1,1.0,0.5607,0.1,0.4389,-1.8236,0.4588,90.34,-88.66
53830,57,M,Brasil,Bahia,Organic,668,289,1,1,25.0,25.0,25.0,25.0,1.0,25.0,0.0,0.0,3.0,,1,Underwear,Tommy Hilfiger,Men,2025-10-21,2025-10-21,0,1,1,5,5.0,329.0,0,Email,Safari,1,2025-10-21,2025-10-21,0,0,1,1,329.0,5.7991,3.2581,3.2581,0.3674,0.1518,0.1518,0.6326,9.18,0.3539,1,1,0,0.0,0.63,0.1,0.2257,-1.0092,0.6962,19.15,-5.85
25053,68,F,China,Shandong,Organic,413,60,4,3,298.85999870300293,183.4400005340576,74.71499967575073,49.809999783833824,1.5,49.809999783833824,0.1666666666666666,0.1666666666666666,1.4,4.0,6,Socks & Hosiery,Anne Klein,Women,2025-08-04,2026-06-07,0,6,6,5,7.5,58256.66666666666,0,Adwords,Chrome,3,2025-08-04,2026-06-07,0,0,1,1,3600.0,8.189,5.2173,3.9281,0.4312,0.144,0.2368,0.5688,79.1,0.4757,5,1,4,0.6667,0.6734,0.1,0.1834,-1.0184,0.7334,147.99,-35.45
68039,56,M,France,Pays de la Loire,Organic,1883,1093,1,0,903.0,0.0,903.0,903.0,1.0,903.0,0.0,1.0,,,1,Active,The North Face,Men,2023-08-09,2023-08-09,0,1,1,5,5.0,575.0,0,Facebook,Safari,1,2023-08-09,2023-08-09,0,0,1,1,575.0,6.3561,0.0,6.8068,0.3498,0.1245,0.1267,0.6502,0.0,0.4576,1,0,1,1.0,0.3599,0.1,0.1733,0.0155,0.828,0.0,0.0
59365,60,M,United States,California,Search,2539,145,2,1,70.97999954223633,54.98999977111816,35.489999771118164,23.65999984741211,1.5,23.65999984741211,0.0,0.3333333333333333,0.0,,3,Accessories,TheTieBar,Men,2023-07-28,2026-03-14,0,3,3,5,6.333333333333333,29214.666666666668,0,Email,Safari,2,2023-07-28,2026-03-14,0,0,1,1,3600.0,8.189,4.0252,3.2052,0.1846,0.2024,0.341,0.8154,10.15,0.4492,3,2,1,0.3333,0.5976,0.1,0.089,-0.9712,0.8225,49.75,-5.24
56461,53,F,China,Guangdong,Search,1154,906,1,1,73.70999908447266,73.70999908447266,73.70999908447266,73.70999908447266,1.0,73.70999908447266,0.0,0.0,2.0,,1,Accessories,Native Eyewear,Women,2024-02-12,2024-02-12,0,1,1,5,5.0,161.0,0,Organic,Chrome,1,2024-02-12,2024-02-12,0,0,1,1,161.0,5.0876,4.3136,4.3136,0.2378,0.1673,0.1673,0.7622,17.53,0.5388,1,0,1,1.0,0.6241,0.1,0.1642,-0.851,0.7646,61.99,-11.72
29042,53,M,China,Beijing,Search,1122,719,1,1,29.950000762939453,29.950000762939453,29.950000762939453,29.950000762939453,1.0,29.950000762939453,0.0,0.0,2.0,,1,Accessories,Harley-Davidson,Men,2024-08-17,2024-08-17,0,1,1,5,5.0,382.0,0,Email,Firefox,1,2024-08-17,2024-08-17,0,0,1,1,382.0,5.948,3.4324,3.4324,0.6503,0.4363,0.5509,0.3497,19.48,0.4232,1,1,0,0.0,0.3769,0.1,0.307,-1.6898,0.5759,18.97,-10.98
68889,48,F,Brasil,Pernambuco,Search,2254,633,2,1,104.94000244140624,39.950000762939446,52.470001220703125,34.98000081380208,1.5,34.98000081380208,0.0,0.6666666666666666,1.0,4.0,3,Active,Life Is Good,Women,2022-03-19,2024-11-11,0,3,3,5,6.333333333333333,115633.66666666666,0,Email,Chrome,3,2022-03-19,2024-11-11,0,0,1,1,3600.0,8.189,3.7124,3.583,0.1971,0.2099,0.2099,0.8029,7.87,0.6957,2,1,1,0.3333,0.7051,0.1,0.2704,-0.9589,0.6597,28.99,-10.96
77410,64,M,China,Anhui,Search,1224,737,1,1,69.98999786376953,69.98999786376953,69.98999786376953,69.98999786376953,1.0,69.98999786376953,0.0,0.0,2.0,4.0,1,Suits & Sport Coats,Montique,Men,2024-07-30,2024-07-30,0,1,1,5,5.0,377.0,0,Adwords,Firefox,1,2024-07-30,2024-07-30,0,0,1,1,377.0,5.9349,4.2625,4.2625,0.7926,0.4066,0.7045,0.2074,55.47,0.574,1,1,0,0.0,0.5254,0.1,0.3468,-1.5329,0.5531,42.58,-27.41
4447,44,F,China,Shanghai,Search,2234,589,2,1,148.48999977111816,30.989999771118164,74.24499988555907,49.496666590372726,1.5,49.496666590372726,0.0,0.6666666666666666,2.0,,3,Swim,Billabong,Women,2021-01-14,2024-12-25,0,3,3,5,6.333333333333333,115723.0,0,Adwords,Firefox,2,2021-01-14,2024-12-25,0,0,1,1,3600.0,8.189,3.4654,3.9219,0.7272,0.5432,0.7378,0.2728,22.54,0.8192,3,2,1,0.3333,0.6022,0.1,0.5886,-2.7425,0.2986,10.18,-20.81
83607,65,F,Brasil,Paraná,Search,2011,194,1,1,97.3000030517578,97.3000030517578,97.3000030517578,97.3000030517578,1.0,97.3000030517578,0.0,0.0,2.0,7.0,1,Dresses,maxandcleo,Women,2026-01-24,2026-01-24,0,1,1,5,5.0,458.0,0,Facebook,Firefox,1,2026-01-24,2026-01-24,0,0,1,1,458.0,6.1291,4.588,4.588,0.2801,0.2978,0.3051,0.7199,27.25,0.5452,1,1,0,0.0,0.5426,0.1,0.236,-1.0538,0.6835,73.16,-24.14
18032,24,F,France,Provence-Alpes-Côte d'Azur,Search,2625,1575,1,1,15.100000381469728,15.100000381469728,15.100000381469728,15.100000381469728,1.0,15.100000381469728,0.0,0.0,1.0,2.0,1,Intimates,Affinitas Intimates,Women,2022-04-14,2022-04-14,0,1,1,5,5.0,386.0,0,Email,Chrome,1,2022-04-14,2022-04-14,0,0,1,1,386.0,5.9584,2.7788,2.7788,0.7848,0.4315,0.507,0.2152,11.85,0.7591,1,1,0,0.0,0.5012,0.1,0.5145,-2.3579,0.371,6.16,-8.94
28915,38,M,Brasil,Amazonas,Search,1730,230,2,2,241.92000198364252,241.92000198364252,120.96000099182127,80.64000066121417,1.5,80.64000066121417,0.0,0.0,0.3333333333333333,1.3333333333333333,3,Socks,Goodhew,Men,2022-11-06,2025-12-19,0,3,3,5,6.333333333333333,115739.0,0,Facebook,Safari,3,2022-11-06,2025-12-19,0,0,1,1,3600.0,8.189,5.4927,4.4023,0.0739,0.0,0.0588,0.9261,17.88,0.5044,1,0,1,0.3333,0.4363,0.1,0.0318,-0.6362,0.9066,241.26,-0.66
17458,29,M,China,Hunan,Search,2343,2130,1,1,25.0,25.0,25.0,25.0,1.0,25.0,0.0,0.0,2.0,2.0,1,Underwear,Hanes,Men,2020-10-06,2020-10-06,0,1,1,5,5.0,169.0,0,Email,Safari,1,2020-10-06,2020-10-06,0,0,1,1,169.0,5.1358,3.2581,3.2581,0.4019,0.2743,0.3175,0.5981,10.05,0.6356,1,1,0,0.0,0.5356,0.1,0.233,-0.9544,0.6938,19.08,-5.92
84587,30,M,China,Henan,Search,2672,725,1,1,65.0,65.0,65.0,65.0,1.0,65.0,0.0,0.0,1.0,4.0,1,Tops & Tees,Polo Ralph Lauren,Men,2024-08-11,2024-08-11,0,1,1,5,5.0,221.0,0,Email,Safari,1,2024-08-11,2024-08-11,0,0,1,1,221.0,5.4027,4.1897,4.1897,0.2427,0.1864,0.327,0.7573,15.78,0.7542,1,1,0,0.0,0.5355,0.1,0.3708,-1.0989,0.5601,40.05,-24.95
14157,57,M,South Korea,Gyeonggi-do,Search,481,157,2,1,402.1499977111816,173.9499969482422,201.0749988555908,134.04999923706055,1.5,134.04999923706055,0.0,0.6666666666666666,,,3,Tops & Tees,Dickies,Men,2025-07-14,2026-03-02,0,3,3,5,6.333333333333333,86917.33333333331,0,Email,Safari,2,2025-07-14,2026-03-02,0,0,1,1,3600.0,8.189,5.1645,4.9056,0.4022,0.2316,0.278,0.5978,69.96,0.454,1,1,0,0.0,0.3954,0.1,0.0626,-0.4487,0.8953,171.31,-2.64
79521,67,F,France,Auvergne-Rhône-Alpes,Display,2531,342,1,1,29.5,0.0,29.5,29.5,1.0,29.5,1.0,0.0,2.0,2.0,1,Tops & Tees,Kirra,Women,2025-08-29,2025-08-29,0,1,1,5,5.0,410.0,0,YouTube,Chrome,1,2025-08-29,2025-08-29,0,0,1,1,410.0,6.0186,0.0,3.4177,0.6449,0.2547,0.4794,0.3551,0.0,0.5491,1,1,0,0.0,0.4143,0.1,0.2813,-1.2151,0.6314,0.0,0.0
93264,62,M,China,Heilongjiang,Search,2541,930,1,1,88.5,88.5,88.5,88.5,1.0,88.5,0.0,0.0,2.0,,1,Shorts,Joe's Jeans,Men,2024-01-19,2024-01-19,0,1,1,5,5.0,493.0,0,Adwords,Safari,1,2024-01-19,2024-01-19,0,0,1,1,493.0,6.2025,4.4942,4.4942,0.1582,0.2088,0.3201,0.8418,14.0,0.8219,1,1,0,0.0,0.7012,0.1,0.3099,-0.8363,0.6324,61.56,-26.94
52639,20,M,United States,California,Email,302,3,1,0,39.5,0.0,39.5,39.5,1.0,39.5,0.0,1.0,,,1,Sleep & Lounge,Michael Kors,Men,2026-08-03,2026-08-03,0,1,1,5,5.0,388.0,0,YouTube,Other,1,2026-08-03,2026-08-03,0,0,1,1,388.0,5.9636,0.0,3.7013,0.7693,0.4411,0.7498,0.2307,0.0,0.7657,1,0,1,1.0,0.553,0.1,0.6206,-2.2841,0.2928,0.0,0.0
70316,37,F,Australia,New South Wales,Organic,2127,1474,1,1,58.0,58.0,58.0,58.0,1.0,58.0,0.0,0.0,2.0,3.0,1,Swim,JAG,Women,2022-07-24,2022-07-24,0,1,1,5,5.0,447.0,0,Adwords,Chrome,1,2022-07-23,2022-07-23,1,0,1,1,447.0,6.1048,4.0775,4.0775,0.2516,0.2303,0.2788,0.7484,14.59,0.6336,1,1,0,0.0,0.4611,0.1,0.3176,-1.4529,0.5833,37.21,-20.79
83990,62,M,China,Gansu province,Search,1443,391,1,0,99.94999694824216,0.0,99.94999694824216,99.94999694824216,1.0,99.94999694824216,0.0,1.0,,,1,Outerwear & Coats,Columbia,Men,2025-07-11,2025-07-11,0,1,1,5,5.0,283.0,0,Adwords,Chrome,1,2025-07-11,2025-07-11,0,0,1,1,283.0,5.649,0.0,4.6146,0.5058,0.1057,0.1563,0.4942,0.0,0.5296,1,1,0,0.0,0.5213,0.1,0.283,-0.8722,0.6544,0.0,0.0
67599,63,F,United States,California,Search,2105,1639,1,0,109.9900016784668,0.0,109.9900016784668,54.9950008392334,2.0,54.9950008392334,0.0,1.0,,,2,Sweaters,Tommy Hilfiger,Women,2022-02-09,2022-02-09,0,2,2,5,7.0,130168.5,0,Adwords,Safari,2,2022-02-09,2022-02-09,0,0,1,1,3600.0,8.189,0.0,4.0253,0.5082,0.1736,0.3067,0.4918,0.0,0.6,1,1,0,0.0,0.6656,0.1,0.3953,-1.9701,0.4856,0.0,0.0
9178,39,M,China,Beijing,Facebook,1623,220,1,1,140.0800018310547,140.0800018310547,140.0800018310547,70.04000091552734,2.0,70.04000091552734,0.0,0.0,0.5,3.5,1,Pants,Perry Ellis,Men,2025-12-29,2025-12-29,0,2,2,5,7.0,216453.5,0,Email,Safari,2,2025-12-29,2025-12-29,0,0,1,1,3600.0,8.189,4.9493,4.2632,0.4401,0.3554,0.3554,0.5599,61.65,0.7597,1,1,0,0.0,0.5534,0.1,0.3843,-1.7726,0.5065,78.05,-62.03
